"Metabolite","type","Estimate_Age","p_value_Age","Estimate_Sex","p_value_Sex","Estimate_Metabolite","Std_Error_Metabolite","df_Metabolite","p_value_Metabolite","Singular_fit_Metabolite","FDR_Metabolite","Compound.Name","CASNumber","Number.Passed","Retention.Time","Measured.Retention.Time","Product.Mass","QualifierMass"
"M.13","HDL_LDL",8e-04,0.4503,0.0344,0.1322,-1e-04,2e-04,75.62,0.7592,"FALSE",0.9776186,"C30 - 6.218667","",63,6.218667,6.272683,679.5358,680.5069
"M.13","Chol_T_HDL",-0.0045,0.5173,-0.3,0.04596,5e-04,0.0011,75.73,0.6449,"FALSE",0.9759918,"C30 - 6.218667","",63,6.218667,6.272683,679.5358,680.5069
"M.14","SBP",0.0252,0.8542,-2.7061,0.3317,-0.0144,0.0206,61,0.4861,"TRUE",0.9543656,"PS(18:0/22:5(7Z,10Z,13Z,16Z,19Z))","",94,5.227001,5.219283,838.5597,860.5428
"M.14","DBP",-0.0154,0.8534,-0.7638,0.6514,0.0018,0.0125,61,0.8858,"TRUE",0.9955923,"PS(18:0/22:5(7Z,10Z,13Z,16Z,19Z))","",94,5.227001,5.219283,838.5597,860.5428
"M.14","Insulin",-0.0131,0.8414,-0.5332,0.6956,0.0057,0.0098,75,0.5608,"TRUE",0.9759918,"PS(18:0/22:5(7Z,10Z,13Z,16Z,19Z))","",94,5.227001,5.219283,838.5597,860.5428
"M.14","Chol_T",-0.3574,0.2155,-4.3166,0.4707,-0.0238,0.0391,75.83,0.5449,"FALSE",0.9759918,"PS(18:0/22:5(7Z,10Z,13Z,16Z,19Z))","",94,5.227001,5.219283,838.5597,860.5428
"M.14","TG",-0.1674,0.7549,-16.0898,0.1516,0.0578,0.0799,76,0.4712,"TRUE",0.9457531,"PS(18:0/22:5(7Z,10Z,13Z,16Z,19Z))","",94,5.227001,5.219283,838.5597,860.5428
"M.14","LDL",-0.3147,0.1509,-3.5327,0.4357,-0.0312,0.0324,76,0.3385,"TRUE",0.9457531,"PS(18:0/22:5(7Z,10Z,13Z,16Z,19Z))","",94,5.227001,5.219283,838.5597,860.5428
"M.14","HDL",0.0057,0.9454,2.6006,0.1378,-0.0033,0.0123,72.26,0.7915,"FALSE",0.9851732,"PS(18:0/22:5(7Z,10Z,13Z,16Z,19Z))","",94,5.227001,5.219283,838.5597,860.5428
"M.14","CRP",0.003,0.8849,-0.2639,0.5423,0.0017,0.0031,75,0.5905,"TRUE",0.9759918,"PS(18:0/22:5(7Z,10Z,13Z,16Z,19Z))","",94,5.227001,5.219283,838.5597,860.5428
"M.14","ApoB",-0.1642,0.3198,-3.4006,0.3235,-0.0227,0.0222,75,0.3094,"FALSE",0.9457531,"PS(18:0/22:5(7Z,10Z,13Z,16Z,19Z))","",94,5.227001,5.219283,838.5597,860.5428
"M.14","HDL_LDL",8e-04,0.4737,0.0349,0.1254,0,2e-04,73.22,0.7545,"FALSE",0.9775621,"PS(18:0/22:5(7Z,10Z,13Z,16Z,19Z))","",94,5.227001,5.219283,838.5597,860.5428
"M.14","Chol_T_HDL",-0.0055,0.4278,-0.2923,0.04815,-4e-04,0.001,73.08,0.6788,"FALSE",0.9759918,"PS(18:0/22:5(7Z,10Z,13Z,16Z,19Z))","",94,5.227001,5.219283,838.5597,860.5428
"M.15","SBP",0.0518,0.6949,-2.8849,0.3059,0.0059,0.0254,61,0.8177,"TRUE",0.9851732,"TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]","",162,8.253104,8.3464,927.7436,929.7501
"M.15","DBP",-0.0187,0.815,-0.7384,0.6643,-0.001,0.0154,61,0.9509,"TRUE",0.9996524,"TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]","",162,8.253104,8.3464,927.7436,929.7501
"M.15","Insulin",-0.0074,0.9048,-0.0591,0.9641,-0.0301,0.0119,75,0.01341,"TRUE",0.7843652,"TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]","",162,8.253104,8.3464,927.7436,929.7501
"M.15","Chol_T",-0.2851,0.2929,-3.7142,0.5182,-0.0623,0.0488,75.73,0.2056,"FALSE",0.9457531,"TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]","",162,8.253104,8.3464,927.7436,929.7501
"M.15","TG",-0.1206,0.8111,-11.6275,0.2814,-0.2543,0.0971,76,0.01062,"TRUE",0.6943479,"TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]","",162,8.253104,8.3464,927.7436,929.7501
"M.15","LDL",-0.2582,0.2301,-3.7035,0.418,-0.0175,0.0412,76,0.6713,"TRUE",0.9759918,"TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]","",162,8.253104,8.3464,927.7436,929.7501
"M.15","HDL",0.0134,0.8684,2.6306,0.1291,-0.0052,0.0155,76,0.7409,"TRUE",0.9759918,"TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]","",162,8.253104,8.3464,927.7436,929.7501
"M.15","CRP",0.0019,0.9254,-0.2018,0.6415,-0.0031,0.0039,75,0.4325,"TRUE",0.9457531,"TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]","",162,8.253104,8.3464,927.7436,929.7501
"M.15","ApoB",-0.1025,0.5014,-3.0267,0.3535,-0.0508,0.0276,74.38,0.06967,"FALSE",0.9457531,"TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]","",162,8.253104,8.3464,927.7436,929.7501
"M.15","HDL_LDL",8e-04,0.4464,0.033,0.1466,1e-04,2e-04,74.54,0.6654,"FALSE",0.9759918,"TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]","",162,8.253104,8.3464,927.7436,929.7501
"M.15","Chol_T_HDL",-0.0046,0.4999,-0.2905,0.0508,-5e-04,0.0013,74.75,0.6862,"FALSE",0.9759918,"TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]","",162,8.253104,8.3464,927.7436,929.7501
"M.16","SBP",0.0468,0.7197,-3.109,0.2632,-0.0416,0.0347,61,0.2354,"TRUE",0.9457531,"C36 - 3.752","",61,3.752,3.800933,753.5295,754.5332
"M.16","DBP",-0.0232,0.7675,-0.9833,0.555,-0.0316,0.0209,61,0.1355,"TRUE",0.9457531,"C36 - 3.752","",61,3.752,3.800933,753.5295,754.5332
"M.16","Insulin",-0.0212,0.7424,-0.4468,0.7441,0.0018,0.0168,75,0.9158,"TRUE",0.9996524,"C36 - 3.752","",61,3.752,3.800933,753.5295,754.5332
"M.16","Chol_T",-0.2042,0.3751,-2.6539,0.586,0.2562,0.0589,76,4.154e-05,"TRUE",0.0237631,"C36 - 3.752","",61,3.752,3.800933,753.5295,754.5332
"M.16","TG",-0.2103,0.6889,-14.5091,0.1949,0.1063,0.1346,76,0.4321,"TRUE",0.9457531,"C36 - 3.752","",61,3.752,3.800933,753.5295,754.5332
"M.16","LDL",-0.1926,0.3348,-2.6232,0.5347,0.1786,0.051,76,0.0007834,"TRUE",0.1707074,"C36 - 3.752","",61,3.752,3.800933,753.5295,754.5332
"M.16","HDL",0.035,0.6636,2.9999,0.08446,0.0589,0.0193,68.45,0.003292,"FALSE",0.3586911,"C36 - 3.752","",61,3.752,3.800933,753.5295,754.5332
"M.16","CRP",-0.0012,0.955,-0.2725,0.5301,-0.0032,0.0053,75,0.5491,"TRUE",0.9759918,"C36 - 3.752","",61,3.752,3.800933,753.5295,754.5332
"M.16","ApoB",-0.0681,0.6431,-2.5725,0.4117,0.1185,0.0346,68.91,0.001053,"FALSE",0.2042786,"C36 - 3.752","",61,3.752,3.800933,753.5295,754.5332
"M.16","HDL_LDL",7e-04,0.4996,0.0313,0.149,-4e-04,3e-04,76,0.1471,"TRUE",0.9457531,"C36 - 3.752","",61,3.752,3.800933,753.5295,754.5332
"M.16","Chol_T_HDL",-0.0051,0.4607,-0.3014,0.04357,-4e-04,0.0017,69.37,0.7929,"FALSE",0.9851732,"C36 - 3.752","",61,3.752,3.800933,753.5295,754.5332
"M.17","SBP",0.0574,0.6616,-2.7537,0.3216,0.0219,0.0243,61,0.3713,"TRUE",0.9457531,"C40 - 1.857","",2,1.857,NA,209.1196,209.6212
"M.17","DBP",-0.0175,0.8268,-0.7374,0.6619,0.0062,0.0148,61,0.6784,"TRUE",0.9759918,"C40 - 1.857","",2,1.857,NA,209.1196,209.6212
"M.17","Insulin",-0.0196,0.76,-0.4569,0.7366,0.0057,0.0121,75,0.6391,"TRUE",0.9759918,"C40 - 1.857","",2,1.857,NA,209.1196,209.6212
"M.17","Chol_T",-0.3041,0.2765,-4.6131,0.4341,0.0372,0.0471,70.66,0.4323,"FALSE",0.9457531,"C40 - 1.857","",2,1.857,NA,209.1196,209.6212
"M.17","TG",-0.1653,0.7459,-15.1477,0.1631,0.2125,0.0965,76,0.03069,"TRUE",0.9337687,"C40 - 1.857","",2,1.857,NA,209.1196,209.6212
"M.17","LDL",-0.2762,0.1983,-3.9724,0.3808,-0.0208,0.0404,76,0.6087,"TRUE",0.9759918,"C40 - 1.857","",2,1.857,NA,209.1196,209.6212
"M.17","HDL",0.0204,0.7983,2.573,0.1334,0.0231,0.015,75.26,0.1284,"FALSE",0.9457531,"C40 - 1.857","",2,1.857,NA,209.1196,209.6212
"M.17","CRP",-0.0032,0.8696,-0.2522,0.5466,-0.0084,0.0037,75,0.02772,"TRUE",0.9337687,"C40 - 1.857","",2,1.857,NA,209.1196,209.6212
"M.17","ApoB",-0.129,0.4334,-3.6817,0.2937,7e-04,0.0265,67.54,0.9789,"FALSE",0.9996524,"C40 - 1.857","",2,1.857,NA,209.1196,209.6212
"M.17","HDL_LDL",0.001,0.3649,0.0344,0.1259,2e-04,2e-04,74.48,0.2131,"FALSE",0.9457531,"C40 - 1.857","",2,1.857,NA,209.1196,209.6212
"M.17","Chol_T_HDL",-0.0055,0.4146,-0.2992,0.04251,-0.0016,0.0012,74.29,0.211,"FALSE",0.9457531,"C40 - 1.857","",2,1.857,NA,209.1196,209.6212
"M.18","SBP",0.0729,0.5775,-2.558,0.3535,0.0384,0.0275,61,0.1683,"TRUE",0.9457531,"C42 - 4.7169995","",162,4.717,4.646966,798.5589,1596.104
"M.18","DBP",-0.0125,0.8761,-0.6744,0.6889,0.012,0.0169,61,0.4783,"TRUE",0.9482254,"C42 - 4.7169995","",162,4.717,4.646966,798.5589,1596.104
"M.18","Insulin",-0.0205,0.7484,-0.4511,0.7401,0.0047,0.0138,75,0.7355,"TRUE",0.9759918,"C42 - 4.7169995","",162,4.717,4.646966,798.5589,1596.104
"M.18","Chol_T",-0.3162,0.2658,-4.598,0.4434,0.0149,0.0539,70.99,0.7826,"FALSE",0.9826752,"C42 - 4.7169995","",162,4.717,4.646966,798.5589,1596.104
"M.18","TG",-0.27,0.6075,-15.4493,0.1677,-0.0425,0.1133,76,0.7089,"TRUE",0.9759918,"C42 - 4.7169995","",162,4.717,4.646966,798.5589,1596.104
"M.18","LDL",-0.2568,0.2309,-3.8539,0.3949,0.03,0.046,76,0.5159,"TRUE",0.968497,"C42 - 4.7169995","",162,4.717,4.646966,798.5589,1596.104
"M.18","HDL",0.0034,0.9664,2.4868,0.1506,-0.0203,0.0172,75.68,0.2435,"FALSE",0.9457531,"C42 - 4.7169995","",162,4.717,4.646966,798.5589,1596.104
"M.18","CRP",8e-04,0.9671,-0.2398,0.5789,0.0014,0.0044,75,0.7543,"TRUE",0.9775621,"C42 - 4.7169995","",162,4.717,4.646966,798.5589,1596.104
"M.18","ApoB",-0.1261,0.443,-3.6629,0.2959,0.01,0.0306,70.35,0.7457,"FALSE",0.9765139,"C42 - 4.7169995","",162,4.717,4.646966,798.5589,1596.104
"M.18","HDL_LDL",6e-04,0.547,0.0324,0.1518,-6e-04,2e-04,73.27,0.005721,"FALSE",0.503451,"C42 - 4.7169995","",162,4.717,4.646966,798.5589,1596.104
"M.18","Chol_T_HDL",-0.0041,0.5483,-0.2907,0.0493,0.0022,0.0014,74.74,0.1183,"FALSE",0.9457531,"C42 - 4.7169995","",162,4.717,4.646966,798.5589,1596.104
"M.19","SBP",0.0411,0.7553,-2.7969,0.314,0.0219,0.0243,61,0.3713,"TRUE",0.9457531,"LysoPC(14:0)","",2,1.748,1.760483,468.3089,469.3117
"M.19","DBP",-0.0228,0.7759,-0.7491,0.6566,0.0075,0.0148,61,0.6122,"TRUE",0.9759918,"LysoPC(14:0)","",2,1.748,1.760483,468.3089,469.3117
"M.19","Insulin",-0.0221,0.7303,-0.4627,0.734,1e-04,0.0116,75,0.9955,"TRUE",0.9996524,"LysoPC(14:0)","",2,1.748,1.760483,468.3089,469.3117
"M.19","Chol_T",-0.3241,0.2233,-4.1414,0.4614,0.1023,0.0442,74.55,0.02337,"FALSE",0.9337687,"LysoPC(14:0)","",2,1.748,1.760483,468.3089,469.3117
"M.19","TG",-0.2589,0.6207,-15.0351,0.1786,0.0588,0.0948,76,0.537,"TRUE",0.9759918,"LysoPC(14:0)","",2,1.748,1.760483,468.3089,469.3117
"M.19","LDL",-0.2739,0.1837,-3.5293,0.4185,0.0938,0.0371,76,0.01363,"TRUE",0.7843652,"LysoPC(14:0)","",2,1.748,1.760483,468.3089,469.3117
"M.19","HDL",0.0104,0.8974,2.5717,0.1396,0.0034,0.0146,75.99,0.8152,"FALSE",0.9851732,"LysoPC(14:0)","",2,1.748,1.760483,468.3089,469.3117
"M.19","CRP",3e-04,0.9863,-0.2394,0.5798,8e-04,0.0037,75,0.826,"TRUE",0.9851732,"LysoPC(14:0)","",2,1.748,1.760483,468.3089,469.3117
"M.19","ApoB",-0.1309,0.4081,-3.3545,0.3207,0.062,0.0246,71.12,0.014,"FALSE",0.7843652,"LysoPC(14:0)","",2,1.748,1.760483,468.3089,469.3117
"M.19","HDL_LDL",9e-04,0.4051,0.0327,0.1448,-3e-04,2e-04,75.62,0.06917,"FALSE",0.9457531,"LysoPC(14:0)","",2,1.748,1.760483,468.3089,469.3117
"M.19","Chol_T_HDL",-0.005,0.4563,-0.2913,0.04467,0.0015,0.0012,75.93,0.2226,"FALSE",0.9457531,"LysoPC(14:0)","",2,1.748,1.760483,468.3089,469.3117
"M.2","SBP",0.0458,0.7302,-2.7589,0.3234,-0.0085,0.0196,61,0.6679,"TRUE",0.9759918,"TG(18:4(6Z,9Z,12Z,15Z)/16:0/18:4(6Z,9Z,12Z,15Z))","",78,7.499647,7.6662,869.6635,864.7059
"M.2","DBP",-0.0324,0.6824,-0.6621,0.6903,-0.0168,0.0117,61,0.1559,"TRUE",0.9457531,"TG(18:4(6Z,9Z,12Z,15Z)/16:0/18:4(6Z,9Z,12Z,15Z))","",78,7.499647,7.6662,869.6635,864.7059
"M.2","Insulin",-0.0245,0.7033,-0.4681,0.7306,-0.0032,0.0092,75,0.7317,"TRUE",0.9759918,"TG(18:4(6Z,9Z,12Z,15Z)/16:0/18:4(6Z,9Z,12Z,15Z))","",78,7.499647,7.6662,869.6635,864.7059
"M.2","Chol_T",-0.3142,0.2679,-4.6186,0.4392,0.009,0.0364,74.99,0.8045,"FALSE",0.9851732,"TG(18:4(6Z,9Z,12Z,15Z)/16:0/18:4(6Z,9Z,12Z,15Z))","",78,7.499647,7.6662,869.6635,864.7059
"M.2","TG",-0.28,0.5957,-15.3846,0.1692,-0.031,0.0755,76,0.6828,"TRUE",0.9759918,"TG(18:4(6Z,9Z,12Z,15Z)/16:0/18:4(6Z,9Z,12Z,15Z))","",78,7.499647,7.6662,869.6635,864.7059
"M.2","LDL",-0.2642,0.2209,-3.9464,0.3847,0.0041,0.0308,76,0.8946,"TRUE",0.9955923,"TG(18:4(6Z,9Z,12Z,15Z)/16:0/18:4(6Z,9Z,12Z,15Z))","",78,7.499647,7.6662,869.6635,864.7059
"M.2","HDL",0.0202,0.8041,2.5882,0.1383,0.012,0.0115,75.79,0.301,"FALSE",0.9457531,"TG(18:4(6Z,9Z,12Z,15Z)/16:0/18:4(6Z,9Z,12Z,15Z))","",78,7.499647,7.6662,869.6635,864.7059
"M.2","CRP",-0.0013,0.948,-0.2469,0.5664,-0.0022,0.0029,75,0.4456,"TRUE",0.9457531,"TG(18:4(6Z,9Z,12Z,15Z)/16:0/18:4(6Z,9Z,12Z,15Z))","",78,7.499647,7.6662,869.6635,864.7059
"M.2","ApoB",-0.1224,0.4574,-3.6686,0.2952,0.0096,0.0206,73.27,0.6447,"FALSE",0.9759918,"TG(18:4(6Z,9Z,12Z,15Z)/16:0/18:4(6Z,9Z,12Z,15Z))","",78,7.499647,7.6662,869.6635,864.7059
"M.2","HDL_LDL",0.001,0.3644,0.0346,0.1272,1e-04,1e-04,75.98,0.3283,"FALSE",0.9457531,"TG(18:4(6Z,9Z,12Z,15Z)/16:0/18:4(6Z,9Z,12Z,15Z))","",78,7.499647,7.6662,869.6635,864.7059
"M.2","Chol_T_HDL",-0.0052,0.4524,-0.299,0.04433,-4e-04,0.001,75.96,0.71,"FALSE",0.9759918,"TG(18:4(6Z,9Z,12Z,15Z)/16:0/18:4(6Z,9Z,12Z,15Z))","",78,7.499647,7.6662,869.6635,864.7059
"M.20","SBP",0.0528,0.6893,-2.7962,0.3181,0.0012,0.0243,61,0.961,"TRUE",0.9996524,"C45 - 0.385","",162,0.385,0.3753,166.0868,182.1294
"M.20","DBP",-0.0196,0.8066,-0.7794,0.6446,-0.0043,0.0147,61,0.769,"TRUE",0.9795909,"C45 - 0.385","",162,0.385,0.3753,166.0868,182.1294
"M.20","Insulin",-0.011,0.8609,-0.4124,0.7555,0.0237,0.0116,75,0.04488,"TRUE",0.9337687,"C45 - 0.385","",162,0.385,0.3753,166.0868,182.1294
"M.20","Chol_T",-0.2841,0.3079,-4.5276,0.4419,0.0829,0.0457,70.8,0.07403,"FALSE",0.9457531,"C45 - 0.385","",162,0.385,0.3753,166.0868,182.1294
"M.20","TG",-0.2136,0.6832,-15.1387,0.1741,0.0906,0.0977,76,0.3567,"TRUE",0.9457531,"C45 - 0.385","",162,0.385,0.3753,166.0868,182.1294
"M.20","LDL",-0.2401,0.2568,-3.8481,0.3896,0.06,0.0394,76,0.1315,"TRUE",0.9457531,"C45 - 0.385","",162,0.385,0.3753,166.0868,182.1294
"M.20","HDL",0.0136,0.8673,2.5683,0.1421,0.0067,0.015,75.49,0.6591,"FALSE",0.9759918,"C45 - 0.385","",162,0.385,0.3753,166.0868,182.1294
"M.20","CRP",0.0026,0.8959,-0.2331,0.5857,0.0048,0.0038,75,0.2057,"TRUE",0.9457531,"C45 - 0.385","",162,0.385,0.3753,166.0868,182.1294
"M.20","ApoB",-0.104,0.5175,-3.5914,0.2945,0.0548,0.0255,68.58,0.03503,"FALSE",0.9337687,"C45 - 0.385","",162,0.385,0.3753,166.0868,182.1294
"M.20","HDL_LDL",7e-04,0.5056,0.0336,0.1278,-4e-04,2e-04,75.21,0.05841,"FALSE",0.9457531,"C45 - 0.385","",162,0.385,0.3753,166.0868,182.1294
"M.20","Chol_T_HDL",-0.0041,0.5328,-0.295,0.04055,0.0016,0.0012,75.55,0.1942,"FALSE",0.9457531,"C45 - 0.385","",162,0.385,0.3753,166.0868,182.1294
"M.21","SBP",0.0822,0.5254,-2.151,0.4334,-0.0482,0.0179,59.41,0.009176,"FALSE",0.6362327,"C46 - 7.487999","",3,7.487999,NA,819.65,839.6744
"M.21","DBP",-0.0054,0.9439,-0.4358,0.7896,-0.0238,0.0111,61,0.03565,"TRUE",0.9337687,"C46 - 7.487999","",3,7.487999,NA,819.65,839.6744
"M.21","Insulin",-0.0097,0.8787,-0.2224,0.869,-0.0143,0.0094,75,0.1305,"TRUE",0.9457531,"C46 - 7.487999","",3,7.487999,NA,819.65,839.6744
"M.21","Chol_T",-0.3041,0.2827,-4.3206,0.4704,-0.0231,0.0364,71.81,0.5283,"FALSE",0.9759918,"C46 - 7.487999","",3,7.487999,NA,819.65,839.6744
"M.21","TG",-0.2447,0.6429,-15.1136,0.179,-0.0136,0.0766,76,0.8592,"TRUE",0.9897291,"C46 - 7.487999","",3,7.487999,NA,819.65,839.6744
"M.21","LDL",-0.2677,0.2145,-3.9613,0.3851,3e-04,0.0312,76,0.9925,"TRUE",0.9996524,"C46 - 7.487999","",3,7.487999,NA,819.65,839.6744
"M.21","HDL",0.0259,0.7477,2.8418,0.1018,-0.0205,0.0115,75.72,0.07896,"FALSE",0.9457531,"C46 - 7.487999","",3,7.487999,NA,819.65,839.6744
"M.21","CRP",2e-04,0.9922,-0.2471,0.5701,2e-04,0.003,75,0.94,"TRUE",0.9996524,"C46 - 7.487999","",3,7.487999,NA,819.65,839.6744
"M.21","ApoB",-0.1367,0.4076,-3.8282,0.2771,0.0087,0.021,69.12,0.6809,"FALSE",0.9759918,"C46 - 7.487999","",3,7.487999,NA,819.65,839.6744
"M.21","HDL_LDL",0.001,0.3385,0.0369,0.09833,-2e-04,1e-04,75.71,0.1866,"FALSE",0.9457531,"C46 - 7.487999","",3,7.487999,NA,819.65,839.6744
"M.21","Chol_T_HDL",-0.0059,0.3856,-0.3171,0.03232,0.0014,0.001,75.32,0.1556,"FALSE",0.9457531,"C46 - 7.487999","",3,7.487999,NA,819.65,839.6744
"M.22","SBP",0.0433,0.7422,-2.5617,0.3584,0.0291,0.0324,61,0.3715,"TRUE",0.9457531,"C49 - 5.544839","",162,5.544839,5.401767,817.5961,818.5991
"M.22","DBP",-0.029,0.7119,-0.4885,0.7685,0.0316,0.0193,61,0.1065,"TRUE",0.9457531,"C49 - 5.544839","",162,5.544839,5.401767,817.5961,818.5991
"M.22","Insulin",-0.0167,0.7961,-0.4985,0.7137,-0.0096,0.0165,75,0.5632,"TRUE",0.9759918,"C49 - 5.544839","",162,5.544839,5.401767,817.5961,818.5991
"M.22","Chol_T",-0.2642,0.3407,-4.9305,0.3981,-0.0936,0.0633,67.3,0.1437,"FALSE",0.9457531,"C49 - 5.544839","",162,5.544839,5.401767,817.5961,818.5991
"M.22","TG",-0.0198,0.9683,-16.544,0.1173,-0.4021,0.1278,76,0.002356,"TRUE",0.2994405,"C49 - 5.544839","",162,5.544839,5.401767,817.5961,818.5991
"M.22","LDL",-0.2643,0.2228,-3.974,0.3817,-0.0055,0.0553,76,0.9215,"TRUE",0.9996524,"C49 - 5.544839","",162,5.544839,5.401767,817.5961,818.5991
"M.22","HDL",0.0196,0.8109,2.509,0.1496,-0.0153,0.0207,73.07,0.4628,"FALSE",0.9457531,"C49 - 5.544839","",162,5.544839,5.401767,817.5961,818.5991
"M.22","CRP",3e-04,0.9896,-0.2425,0.5752,2e-04,0.0053,75,0.9652,"TRUE",0.9996524,"C49 - 5.544839","",162,5.544839,5.401767,817.5961,818.5991
"M.22","ApoB",-0.1339,0.42,-3.6516,0.2996,0.0077,0.0359,63.75,0.83,"FALSE",0.9851732,"C49 - 5.544839","",162,5.544839,5.401767,817.5961,818.5991
"M.22","HDL_LDL",9e-04,0.4135,0.0341,0.1329,0,3e-04,71.96,0.8771,"FALSE",0.9923888,"C49 - 5.544839","",162,5.544839,5.401767,817.5961,818.5991
"M.22","Chol_T_HDL",-0.0048,0.4835,-0.2984,0.04349,-1e-04,0.0017,72.25,0.9454,"FALSE",0.9996524,"C49 - 5.544839","",162,5.544839,5.401767,817.5961,818.5991
"M.23","SBP",0.0706,0.5881,-1.6535,0.5616,0.0417,0.0281,61,0.1428,"TRUE",0.9457531,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/dm18:1(9Z))","",156,5.615001,5.683783,776.5617,777.5636
"M.23","DBP",-0.0115,0.8853,-0.2803,0.872,0.0171,0.0172,61,0.324,"TRUE",0.9457531,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/dm18:1(9Z))","",156,5.615001,5.683783,776.5617,777.5636
"M.23","Insulin",-0.0268,0.6764,-0.7471,0.5986,-0.0099,0.0144,75,0.4945,"TRUE",0.9568062,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/dm18:1(9Z))","",156,5.615001,5.683783,776.5617,777.5636
"M.23","Chol_T",-0.2348,0.3603,0.3063,0.9564,0.1703,0.053,68.79,0.002011,"FALSE",0.2879784,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/dm18:1(9Z))","",156,5.615001,5.683783,776.5617,777.5636
"M.23","TG",-0.2677,0.6119,-16.0695,0.1702,-0.0266,0.1186,76,0.8233,"TRUE",0.9851732,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/dm18:1(9Z))","",156,5.615001,5.683783,776.5617,777.5636
"M.23","LDL",-0.1973,0.3285,0.2474,0.9556,0.1459,0.0453,76,0.001882,"TRUE",0.2879784,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/dm18:1(9Z))","",156,5.615001,5.683783,776.5617,777.5636
"M.23","HDL",0.0298,0.7036,3.7018,0.03488,0.0397,0.0176,76,0.0269,"TRUE",0.9337687,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/dm18:1(9Z))","",156,5.615001,5.683783,776.5617,777.5636
"M.23","CRP",-0.0012,0.9514,-0.3416,0.4485,-0.0034,0.0046,75,0.4564,"TRUE",0.9457531,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/dm18:1(9Z))","",156,5.615001,5.683783,776.5617,777.5636
"M.23","ApoB",-0.0954,0.5551,-1.6561,0.639,0.0696,0.03,62.96,0.02377,"FALSE",0.9337687,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/dm18:1(9Z))","",156,5.615001,5.683783,776.5617,777.5636
"M.23","HDL_LDL",6e-04,0.5373,0.0221,0.3387,-4e-04,2e-04,71.35,0.06568,"FALSE",0.9457531,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/dm18:1(9Z))","",156,5.615001,5.683783,776.5617,777.5636
"M.23","Chol_T_HDL",-0.0046,0.5003,-0.2819,0.06597,6e-04,0.0015,71.94,0.7071,"FALSE",0.9759918,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/dm18:1(9Z))","",156,5.615001,5.683783,776.5617,777.5636
"M.24","SBP",0.0518,0.6946,-2.8952,0.3062,0.0051,0.0241,61,0.8329,"TRUE",0.9851732,"C51 - 6.288867","",78,6.288867,6.2644,666.5805,668.5832
"M.24","DBP",-0.0167,0.8336,-0.4974,0.7691,-0.0142,0.0145,61,0.3309,"TRUE",0.9457531,"C51 - 6.288867","",78,6.288867,6.2644,666.5805,668.5832
"M.24","Insulin",-0.0062,0.9103,0.0606,0.9589,-0.0496,0.0097,75,2.436e-06,"TRUE",0.0055729,"C51 - 6.288867","",78,6.288867,6.2644,666.5805,668.5832
"M.24","Chol_T",-0.3027,0.2668,-4.0718,0.4806,-0.0537,0.0444,75.93,0.2305,"FALSE",0.9457531,"C51 - 6.288867","",78,6.288867,6.2644,666.5805,668.5832
"M.24","TG",-0.2343,0.6543,-14.6106,0.1917,-0.0694,0.0922,76,0.4542,"TRUE",0.9457531,"C51 - 6.288867","",78,6.288867,6.2644,666.5805,668.5832
"M.24","LDL",-0.2628,0.2202,-3.8007,0.4035,-0.0157,0.0376,76,0.6781,"TRUE",0.9759918,"C51 - 6.288867","",78,6.288867,6.2644,666.5805,668.5832
